fit_time,score_time,test_accuracy,train_accuracy,test_precision_macro,train_precision_macro,test_recall_macro,train_recall_macro,test_f1_macro,train_f1_macro
1.4635109901428223,25.318606853485107,0.8746177370030581,0.8882510524301569,0.8784786086448356,0.8870278875344728,0.8764833818885602,0.8867682709372405,0.8760487535397763,0.885804420539075
1.3121273517608643,24.335638523101807,0.8730886850152905,0.8909299655568312,0.8715919363201002,0.8910243424904469,0.8687789315795547,0.8904170571287118,0.8686461374121673,0.8896337980550685
1.5335395336151123,24.478246450424194,0.8468606431852986,0.8936495791889824,0.8449762487623887,0.8949114284871303,0.8488992393737882,0.8920251870083358,0.8425379634490043,0.8923081142274345
1.5985727310180664,24.538073539733887,0.8683001531393568,0.8917368018362662,0.8684367725326411,0.8923558528743595,0.8665367773874161,0.8904644666184097,0.8655844616639303,0.8900794821028045
1.5672051906585693,25.5642728805542,0.8790199081163859,0.8840856924254017,0.8763192750299632,0.8846249715920473,0.8786764798327497,0.8833280253725434,0.875236147255903,0.8826631394772813
1.6497325897216797,25.09614634513855,0.882262996941896,0.886337543053961,0.8839562181343575,0.8861651897741004,0.8838116130547323,0.884487017121501,0.8823736737464888,0.8839202031148417
1.4591953754425049,25.193618297576904,0.8623853211009175,0.8959050899349407,0.8615667211444409,0.8958849621830306,0.8597761630619128,0.8950722079212738,0.8595099753344383,0.8941648195228488
1.8363618850708008,26.557202577590942,0.8652373660030628,0.8898240244835501,0.8626784666404704,0.8902773268525848,0.8638594959472462,0.8889071681900808,0.8614145810193662,0.8882729657777023
1.104818344116211,24.380101442337036,0.8575803981623277,0.891354246365723,0.8565217317554006,0.8927645616245524,0.8554667312146154,0.8904814122666634,0.8527002359213975,0.8902312537767646
1.485297441482544,23.757736921310425,0.8759571209800919,0.8936495791889824,0.8772402373790255,0.8936355446219104,0.8737907036671824,0.8928662874179644,0.8730314035100082,0.8922939637930658
